Sublevel Name,PP
Stelpaviricetes,1.3655472615653519
Stelpaviricetes,1.3785025250481844
Stelpaviricetes,1.3658030251986857
Stelpaviricetes,1.370423743630011
Stelpaviricetes,1.3678520341490368
Stelpaviricetes,1.3573513059590208
Stelpaviricetes,1.3884061134397208
Stelpaviricetes,1.3740305356999793
Stelpaviricetes,1.3765976740568473
Stelpaviricetes,1.3724387780024017
Stelpaviricetes,1.370317745031951
Stelpaviricetes,1.3708643631898334
Stelpaviricetes,1.368760368505768
Stelpaviricetes,1.3732023513015872
Stelpaviricetes,1.364425393423453
Stelpaviricetes,1.369342957630137
Stelpaviricetes,1.3649542901745062
Stelpaviricetes,1.3648080867435723
Stelpaviricetes,1.388387718133419
Stelpaviricetes,1.3735798069059717
Stelpaviricetes,1.361864678890155
Stelpaviricetes,1.383063407735972
Stelpaviricetes,1.375683761737913
Stelpaviricetes,1.3680064833027965
Stelpaviricetes,1.3645056083230904
Stelpaviricetes,1.3738041328988952
Stelpaviricetes,1.3704966548151065
Stelpaviricetes,1.3548772056671685
Stelpaviricetes,1.3864577735502468
Stelpaviricetes,1.357793028397523
Stelpaviricetes,1.383142725193672
Stelpaviricetes,1.3704021546329224
Stelpaviricetes,1.3685799171261697
Stelpaviricetes,1.3739398990251326
Stelpaviricetes,1.3641446344043642
Stelpaviricetes,1.3671906419414088
Stelpaviricetes,1.3700038244373278
Stelpaviricetes,1.3729283409466246
Stelpaviricetes,1.3670405548286886
Stelpaviricetes,1.3706731022308347
Stelpaviricetes,1.3689540289356799
Stelpaviricetes,1.3673519132309875
Stelpaviricetes,1.373892751266237
Stelpaviricetes,1.370477833725719
Stelpaviricetes,1.364181158821766
Stelpaviricetes,1.3743354960669727
Stelpaviricetes,1.3730120026690509
Stelpaviricetes,1.3694132656238671
Stelpaviricetes,1.3731532156544262
Stelpaviricetes,1.3767885653875744
Stelpaviricetes,1.368803655089776
Stelpaviricetes,1.3741883408614068
Stelpaviricetes,1.3681110722978458
Stelpaviricetes,1.366043977040937
Stelpaviricetes,1.3831413663939278
Stelpaviricetes,1.3658981366407326
Stelpaviricetes,1.3735066652588965
Stelpaviricetes,1.3647957636967407
Stelpaviricetes,1.3678801847291409
Stelpaviricetes,1.3699039997199296
Stelpaviricetes,1.369992853029377
Stelpaviricetes,1.3679857102752195
Stelpaviricetes,1.3651931342019212
Stelpaviricetes,1.3674873276324024
Stelpaviricetes,1.3644207384314204
Stelpaviricetes,1.3699091279959195
Stelpaviricetes,1.365918851951587
Stelpaviricetes,1.3528646739060182
Stelpaviricetes,1.3701024525407537
Stelpaviricetes,1.3700692205012217
Stelpaviricetes,1.3658249190964942
Stelpaviricetes,1.3539980811213759
Stelpaviricetes,1.344016030689502
Stelpaviricetes,1.3681392142278352
Stelpaviricetes,1.3672178203131402
Stelpaviricetes,1.3657901069257021
Stelpaviricetes,1.3676722449204621
Stelpaviricetes,1.3706049286134632
Stelpaviricetes,1.37020428256458
Stelpaviricetes,1.3739858334710733
Stelpaviricetes,1.371385412341688
Stelpaviricetes,1.375405506736004
Stelpaviricetes,1.3784173210543176
Stelpaviricetes,1.3667976526468228
Stelpaviricetes,1.3702373998317696
Stelpaviricetes,1.3767726714504773
Stelpaviricetes,1.3737490082896258
Stelpaviricetes,1.3707533173690365
Stelpaviricetes,1.3700971768323362
Stelpaviricetes,1.367022737511661
Stelpaviricetes,1.4099606226889068
Stelpaviricetes,1.3735032862890622
Stelpaviricetes,1.3699814243000976
Stelpaviricetes,1.3666863911124516
Stelpaviricetes,1.3633173980470035
Stelpaviricetes,1.3532489392574736
Stelpaviricetes,1.370177874666083
Stelpaviricetes,1.3802476571854843
Stelpaviricetes,1.374317427114648
Stelpaviricetes,1.383063407735972
Stelpaviricetes,1.3661697169092026
Stelpaviricetes,1.368465184531912
Stelpaviricetes,1.3742492050016002
Stelpaviricetes,1.3730138387167168
Stelpaviricetes,1.3663268036576153
Stelpaviricetes,1.3825790964253835
Stelpaviricetes,1.3706747323749346
Stelpaviricetes,1.3531990513488585
Stelpaviricetes,1.367000603739503
Stelpaviricetes,1.3649834654188553
Stelpaviricetes,1.3490223678981805
Stelpaviricetes,1.3561268686793317
Stelpaviricetes,1.3658914313261912
Stelpaviricetes,1.387693827357003
Stelpaviricetes,1.3704304180247227
Stelpaviricetes,1.3558508533644802
Stelpaviricetes,1.3632908016346477
Stelpaviricetes,1.363993376102548
Stelpaviricetes,1.3697085740344839
Stelpaviricetes,1.37341396323188
Stelpaviricetes,1.3534564881945657
Stelpaviricetes,1.3684543335081865
Stelpaviricetes,1.3781450091236256
Stelpaviricetes,1.3677152957220926
Stelpaviricetes,1.3796472091981866
Stelpaviricetes,1.3738858534431058
Stelpaviricetes,1.3755295888784238
Stelpaviricetes,1.3588210006963135
Stelpaviricetes,1.3712095528880237
Stelpaviricetes,1.3700825554296725
Stelpaviricetes,1.3634813931783007
Stelpaviricetes,1.3602088621571602
Stelpaviricetes,1.357857339617274
Stelpaviricetes,1.3678956411290288
Stelpaviricetes,1.3779452204130935
Stelpaviricetes,1.3668448038172603
Stelpaviricetes,1.373680835341757
Stelpaviricetes,1.3680787699678691
Stelpaviricetes,1.3662304497630027
Stelpaviricetes,1.3653762269421312
Stelpaviricetes,1.3738263921809917
Stelpaviricetes,1.3535824988751457
Stelpaviricetes,1.3656698751920908
Stelpaviricetes,1.363348466936488
Stelpaviricetes,1.3833111406663792
Stelpaviricetes,1.3798954782997115
Stelpaviricetes,1.3678947754978963
Stelpaviricetes,1.3826840154458968
Stelpaviricetes,1.3651228902231538
Stelpaviricetes,1.3670565319355594
Stelpaviricetes,1.3684758100568817
Stelpaviricetes,1.368811041577094
Stelpaviricetes,1.3602088621571602
Stelpaviricetes,1.3671592584108965
Stelpaviricetes,1.3682018332737271
Stelpaviricetes,1.367489167298291
Stelpaviricetes,1.3695600070472103
Stelpaviricetes,1.366361154702184
