Sublevel Name,PP
Kitrinoviricota,91.16343196658337
Kitrinoviricota,84.83993778312106
Kitrinoviricota,86.56253150029002
Kitrinoviricota,94.66337031330177
Kitrinoviricota,74.83934400005937
Kitrinoviricota,81.95982461018953
Kitrinoviricota,95.28542983010796
Kitrinoviricota,88.65713937673826
Kitrinoviricota,89.27519623554697
Kitrinoviricota,89.62420636558723
Kitrinoviricota,89.44804422148063
Kitrinoviricota,60.74253475498638
Kitrinoviricota,86.3511001349921
Kitrinoviricota,89.25679085736172
Kitrinoviricota,91.53350948948744
Kitrinoviricota,88.59908866732174
Kitrinoviricota,43.46269996848988
Kitrinoviricota,89.08150065614183
Kitrinoviricota,90.73285154221686
Kitrinoviricota,53.59838080608721
Kitrinoviricota,91.15914875180074
Kitrinoviricota,89.55423119611933
Kitrinoviricota,89.52207589305154
Kitrinoviricota,94.73317630580466
Kitrinoviricota,66.97388596092561
Kitrinoviricota,79.97751486733368
Kitrinoviricota,47.147519838799795
Kitrinoviricota,89.49109633072699
Kitrinoviricota,88.50152573630866
Kitrinoviricota,33.72393764776426
Kitrinoviricota,89.36684890736623
Kitrinoviricota,89.05096181154701
Kitrinoviricota,89.60639768067277
Kitrinoviricota,114.11296680976717
Kitrinoviricota,95.07494557434833
Kitrinoviricota,95.11971630725002
Kitrinoviricota,38.99287200414081
Kitrinoviricota,122.64846169992478
Kitrinoviricota,89.31919336938346
Kitrinoviricota,90.95845909086492
Kitrinoviricota,94.66225490841032
Kitrinoviricota,89.52738680724063
Kitrinoviricota,55.467200399210654
Kitrinoviricota,81.73061351817579
Kitrinoviricota,95.59414494031196
Kitrinoviricota,122.04975224572436
Kitrinoviricota,89.26455536900376
Kitrinoviricota,89.52061169572723
Kitrinoviricota,74.37023729199308
Kitrinoviricota,45.15452906736412
Kitrinoviricota,89.59897456798436
Kitrinoviricota,54.01337006012238
Kitrinoviricota,45.08008116793255
Kitrinoviricota,89.5330553373778
Kitrinoviricota,91.772504047499
Kitrinoviricota,89.66918805984609
Kitrinoviricota,95.22276978150038
Kitrinoviricota,95.22394768623954
Kitrinoviricota,88.46515706192494
Kitrinoviricota,95.39637266105133
Kitrinoviricota,89.45343174295324
Kitrinoviricota,91.41018024163688
Kitrinoviricota,89.84531055403541
Kitrinoviricota,96.12467126769388
Kitrinoviricota,91.75703323327049
Kitrinoviricota,88.67262662429044
Kitrinoviricota,94.41993407526724
Kitrinoviricota,91.02859930935489
Kitrinoviricota,46.403112624532746
Kitrinoviricota,90.49889613757072
Kitrinoviricota,90.99457804422434
Kitrinoviricota,89.32018000761992
Kitrinoviricota,94.30146198416551
Kitrinoviricota,81.36375541930967
Kitrinoviricota,93.36846450960755
Kitrinoviricota,91.3162223477918
Kitrinoviricota,89.42778639269488
Kitrinoviricota,101.83555359157715
Kitrinoviricota,89.76119651205646
Kitrinoviricota,89.22908093800187
Kitrinoviricota,69.87680081613945
Kitrinoviricota,81.61797963267469
Kitrinoviricota,81.84245566327843
Kitrinoviricota,122.286354454038
Kitrinoviricota,91.57100288856068
Kitrinoviricota,84.81182060369767
Kitrinoviricota,66.13408349761369
Kitrinoviricota,94.79760887278955
Kitrinoviricota,95.22477169217264
Kitrinoviricota,33.77823779085586
Kitrinoviricota,51.04348401248525
Kitrinoviricota,89.68958063858697
Kitrinoviricota,91.61361609242908
Kitrinoviricota,48.78687624747755
Kitrinoviricota,89.67136432850475
Kitrinoviricota,89.58745099646191
Kitrinoviricota,89.60794841883819
Kitrinoviricota,89.90608834700696
Kitrinoviricota,70.29412260619044
Kitrinoviricota,91.41258789021478
Kitrinoviricota,41.97995673213198
Kitrinoviricota,76.26555983718919
Kitrinoviricota,46.637200945643166
Kitrinoviricota,89.63191999337164
Kitrinoviricota,48.85911221491454
Kitrinoviricota,66.3981303736658
Kitrinoviricota,89.72276163455417
Kitrinoviricota,84.96992889186026
Kitrinoviricota,90.41998730945423
Kitrinoviricota,88.64343253188389
Kitrinoviricota,90.59212708995473
Kitrinoviricota,81.40814922620642
Kitrinoviricota,89.35138529245427
