Family,int2,Real,EIIP,PP,JustA,JustG
Varidnaviria,138.22564284799336,158.50503945961486,2.9043325772379283,123.61457956301872,51.92181982209709,55.209836178215355
Varidnaviria,126.03574522844592,147.6736101834874,2.571924505682163,112.53961268312132,49.71538407638112,48.89170433141935
Varidnaviria,133.92043837798926,155.5290533992489,2.572972350602226,117.22446541627596,52.34664222185505,48.922459632263894
Varidnaviria,264.89539361177975,295.8010254099065,5.807959895623203,240.224830552256,90.34654778947834,110.93151045513113
Varidnaviria,444.0526095151118,562.8471526747281,7.460717895154774,402.80124130597324,193.43744088339173,145.24920372930896
Varidnaviria,309.0047166167261,374.57479756301564,5.652909677049372,276.80435965126026,127.55430753219889,109.4198427420647
Varidnaviria,397.9538718989989,501.45544395757327,6.732504023545203,360.07814997076997,172.33887374983365,130.8813583638494
Riboviria,79.47251195963727,99.41885738151419,1.549480870883627,71.18399031500931,34.76145345029998,29.22129500913851
Riboviria,35.119196943823965,38.874045894620004,0.8150146195082151,31.427648608316897,12.259063832282234,14.262727607664296
Riboviria,29.468501969849253,33.36373655928934,0.6967638446592987,24.97111024759046,10.791690357652287,12.189519005363676
Riboviria,73.80530374711375,87.35331424448229,1.5893541739199706,65.79496239139482,29.567503334470686,29.877134139014352
Riboviria,39.00322489101963,45.999931653510146,0.8549067076284222,34.57969181940943,15.822898807801968,15.39007383626012
Riboviria,70.27281044823886,76.85884617337985,1.4739457946266505,59.84016740473336,24.826729464697305,27.321995658410277
Riboviria,55.307641923932934,63.30411991119738,1.1648810586847032,48.88398639664891,21.291404881179623,21.316266417313795
Riboviria,61.59468640397418,75.27785614383382,1.1895921093195436,54.9358148165386,26.23409531588185,21.865276367242558
Riboviria,60.42756886161992,67.6777033106489,1.2141294815285208,51.565148277435206,22.551341473297047,22.23057260205985
Riboviria,25.623143561813304,28.496273922514394,0.5729274113698466,21.866517890759592,9.589783842786368,9.75555948649291
Riboviria,33.08638172220557,39.40597301959459,0.7168422783425678,28.541520362622435,13.720697997459272,12.693101460076328
Riboviria,62.31512612389132,74.26457203229572,1.2177717482584156,55.43869816673932,25.283626562113238,22.295991513303324
Riboviria,15.460053489050198,16.37900579919341,0.3771093388937357,12.485968490399657,5.345708367087614,5.907567372086578
Riboviria,98.67468036461338,120.64182580135397,1.9259309499981632,88.36204542352658,41.852536704711284,36.51576089602596
Riboviria,43.19407458578255,49.59688340312323,0.9053314249625455,37.22659601322294,16.723946679376237,16.326101514419488
Riboviria,60.821283164958245,71.8777278256361,1.2549820521644162,54.269769289910776,24.662532758022344,23.138571209568816
Riboviria,59.06690178489238,67.34210267532588,1.2472912249236952,51.41154172537161,22.51835864788077,22.990116361312587
Riboviria,74.69904690847903,89.02873825103214,1.6118086207488072,66.38117861238285,30.4716783584134,30.37074352786862
Riboviria,62.55916537663946,75.54083137642577,1.2249487020838825,55.339669027601005,26.34615714754912,22.589183263290646
Riboviria,74.82492778239474,87.64153574579896,1.5781390163034479,66.39878596195831,29.687795314131904,29.597412791869772
Riboviria,62.36608354183291,70.15300470551486,1.3438597948108448,54.95761619096463,22.81863884244865,24.700570848355675
Riboviria,42.33465945457849,45.22627842619434,0.8892885044290578,35.26196575076511,14.382074340481198,15.82144440877088
Riboviria,55.22498321653093,62.67457275767106,1.1937911111069344,48.96677307490319,20.836779825416194,21.77369163618336
Riboviria,62.47967844087726,70.0273031685645,1.351652148648558,54.4515710977247,22.454613034179452,24.895120995313995
Riboviria,30.15382040804643,34.156893522444655,0.6800651182200013,25.336449684942227,11.021840546486388,11.84953266298305
Riboviria,70.25752419368231,81.61178770183544,1.3620200258248403,60.71982516441239,27.485106024057355,25.21252965022463
Riboviria,53.73523749641442,61.758298123401865,1.1179291409661058,46.46679524907085,21.074809199698507,20.493046569583374
Riboviria,89.62371463152762,114.4193545044118,1.6857183535579374,82.07569958557228,40.5323063576763,31.875298112293553
Riboviria,60.47085988701741,76.38745677730135,1.1736351506612157,56.375523764610726,27.131846116227695,21.510091736164444
Riboviria,34.87277268826321,42.99626201400146,0.7390768063938696,30.264434240813483,15.027081432269076,13.161926743472868
Riboviria,12.553055283409092,13.951132893268989,0.2942246300763703,9.752464514600275,4.824043857894105,4.221850735972299
Riboviria,26.234581110563663,29.93586668023657,0.5616477627887777,22.51312704763262,10.506818768840366,9.494583151780313
Riboviria,33.633941772691436,40.17012834848069,0.6863995135277906,29.476048436761964,14.123110321852247,11.954871800490722
Riboviria,26.195416323699607,30.051457785670344,0.5803472334799016,22.649159851527422,10.248908924746312,9.886818575000705
Riboviria,61.373224635335404,76.0092816390035,1.2046788006726183,54.39775085243399,26.57878534164804,22.312140513758372
Riboviria,53.30035461666707,58.061173007599585,1.1805577591277012,46.61631641714362,18.136887574205783,21.451164633024145
Riboviria,61.074489419386246,74.59168235041992,1.1995238844846157,54.871066159517,26.009812060123473,22.092089037864362
Riboviria,82.38123676520334,100.95365128355567,1.528347423167076,74.66076754442437,34.961245508319486,28.401659490279517
Riboviria,127.48991306148656,142.4246266627434,2.436159621139043,107.84027961258255,46.665611637203035,46.077111350701195
Riboviria,72.65480794006011,79.40760986080132,1.5192628845935516,62.16905239259376,25.45089537141051,28.103784702636617
Riboviria,55.23783050386008,68.14256768611169,1.1531219998364968,50.907965867864064,23.94223913625539,21.183285932587502
Riboviria,71.12395846122361,85.6329398682987,1.4416758098951032,63.07413554288413,29.848821738716875,27.00761815986494
Riboviria,59.11883368718105,67.00521256949423,1.2767561276322763,52.709149416679274,22.151959279777458,23.414090967949157
Riboviria,77.30144923105642,94.57690321940653,1.490677293926448,68.46238516344545,32.79507250669459,27.91940491043994
Riboviria,61.181512725792814,75.31977790004117,1.2652673461637312,55.000546325965246,26.284975856739774,23.537817839583205
Riboviria,60.978332205898,66.23767357893146,1.2121534790611366,50.695701107089484,21.494980250236598,22.1257117152361
Riboviria,21.436459373321405,23.508178923511913,0.5096604834300107,18.297381884927084,7.630926518818813,8.503031081527572
Riboviria,55.21572649321041,65.24687648255413,1.164753442646088,49.68615580592157,22.505597772272253,21.353418900680193
Riboviria,14.597554927751451,15.43984200093061,0.3520503722893555,11.70734859967214,5.190188175084343,5.402861865439892
Riboviria,58.45965585958207,68.55760421456483,1.1652978129801843,51.31063568663528,23.263974957249857,21.35325516469581
Riboviria,64.1019728238559,77.06457107851506,1.261460762850241,57.38169311083188,26.52511430963574,23.176244585895258
Riboviria,72.71365267464452,87.46498694470532,1.4419057771285404,64.1880314895917,30.024871467573675,26.92218498671234
Riboviria,77.06580466281464,91.8966414725388,1.5328130439485153,67.80164399593137,31.610021036417372,28.70816135913071
Riboviria,43.90414671229547,46.11970823447168,0.9560232472681989,36.83630305275933,14.335348434993854,17.13779626533555
Riboviria,35.09186695352163,43.15405749229739,0.7476561908674432,30.52271583821356,15.177810935794144,13.40130452829112
Riboviria,64.69742046606244,72.64717797295046,1.2962436955338592,55.58008731363863,23.855220141110532,23.785714960518092
Riboviria,72.38195756074505,88.78785918887958,1.4416448989655413,63.6889227401818,30.783246863719647,27.048870427350288
Riboviria,35.96791074621501,45.04878075641732,0.743512621363446,31.56959977405716,15.939888397986016,13.221658225870634
Riboviria,67.63979952162246,78.183269059651,1.408434682000716,58.833365067793636,26.21876432887593,26.241952494586652
Riboviria,61.89246015298193,78.48682075089486,1.1545521152259113,55.67386528841433,27.536633370102265,21.200908330807362
Riboviria,68.18849953198372,81.67618373587148,1.3737423827031758,61.65640509154951,28.304447653465203,25.460698726635055
Riboviria,76.58628028090389,90.9187672663746,1.5464524279650667,67.60900437764671,31.21822643865172,28.940393483313365
Riboviria,66.89916322205562,81.11453497975805,1.2996659197202893,58.96774791758184,28.168475191676805,24.141503787198626
Riboviria,75.61066154816353,93.01546743717115,1.4696077652411705,67.5424290755714,32.275099506044775,27.436900000250528
Riboviria,33.38053050744054,40.405336510336205,0.6676840169413619,30.93775821934815,13.967288182566024,11.329126786546611
Riboviria,78.63712255213942,95.08958829102062,1.5443085016308051,69.34346453327986,32.708644541398044,28.980349542055407
Riboviria,25.35453645536491,31.421190060963678,0.5571980733360239,22.087958156780754,11.111923882695544,9.55835033410301
Riboviria,29.65268635450783,34.16891760092092,0.6688157020065342,25.13124812174933,11.17574630611379,11.619491614136372
Riboviria,30.493634259114298,37.407575929141586,0.6629730384101573,26.979873446121157,13.333007438820694,11.623415691909168
Riboviria,72.91632369595575,86.84927862502042,1.5199332738668556,63.860778018246954,29.70805673549222,28.592625173115803
Riboviria,49.670401590936585,55.679559055044734,1.0708936659163568,43.33746563523709,18.334090870202974,19.43142045186375
Riboviria,104.85991008952196,131.0304867560062,2.186641351755704,98.99351341212424,46.361633593412066,41.58331818910402
Riboviria,69.5698105820291,87.68701226549929,1.3166106161044302,62.36335136854141,30.70159713705691,24.508225885850166
Riboviria,70.59358008899609,85.38986513771587,1.3320915058832243,62.044957161142854,29.109663604625677,24.650556171057904
Riboviria,57.889339678526646,68.84831680705747,1.1777869725912025,51.29115133383584,23.75278398461102,21.634396724773378
Riboviria,84.31546984207722,103.25645812721635,1.7065136059436243,75.85944441667903,35.8890599559218,32.231088438745125
Riboviria,29.010961420771427,34.725283448721065,0.6194951917080597,25.33455899229417,12.196364110261921,10.707132366163144
Riboviria,80.40841227198464,96.22665199630677,1.5812410438361006,70.99280096576148,33.048663621781074,29.622535979755195
Riboviria,85.90687598833019,106.54066162559813,1.5937891228646364,76.50010841806468,36.66871531264039,29.835801432986464
Riboviria,55.15178468687031,60.51409341641375,1.1930177522269823,46.631158308626006,19.540975915113275,21.97478688522435
Riboviria,15.600063404786829,17.661026405525092,0.36519954795926407,13.086375340624937,6.037040371229189,5.646339804568981
Riboviria,87.19917299567487,99.47482751781918,1.7579415538764895,77.54736713642717,32.73288730099377,32.65157215911976
Riboviria,117.62188640284874,140.14886346170564,2.1915717167149977,100.841925952157,47.66148691000074,41.70217703502733
Riboviria,72.54124701208337,86.60364600243322,1.5353384666669305,63.75817312755244,29.614404101639195,28.90305167578452
Riboviria,69.96755515864014,84.33041358117883,1.4278401519035955,62.72292649535055,29.059009170326913,26.64075841712226
Riboviria,31.067838765452056,36.553625953062415,0.6535879229091321,26.978691984401912,12.711862984634923,11.385059033571617
Riboviria,28.66973940533887,33.558686870741944,0.6213162721948031,24.338261297023482,11.589152616361908,10.808454036686326
Riboviria,48.15889142406243,57.76929858143786,0.9811540452495525,43.58300436333232,20.088354767832428,17.673514743777822
Riboviria,44.619745903142736,54.68211590515055,0.8927728393465053,39.33402261053499,19.061096521304577,16.08978714881515
Riboviria,31.03173166437131,35.65493717182876,0.678765598155049,26.58956813646417,12.133430205024224,11.901078448636257
Riboviria,41.82969592572437,47.04029699157629,0.8851706669289438,35.45766683587955,15.758471733318492,15.897756681721818
Riboviria,63.22156722970736,74.89079801308063,1.227534089779382,54.87962526780935,25.55926838732037,22.577366508886975
Riboviria,67.48095760576648,78.63945670011559,1.3646945141672682,58.65099675511899,26.55652014054831,25.28866330498288
Riboviria,77.70912480701385,87.11836323433626,1.6915794760970342,65.96502480032063,28.350348657339104,31.855521413580526
Riboviria,66.66282096665161,78.47047070308773,1.3709553379697055,58.76817591528012,26.470726081789863,25.474617985968866
Riboviria,66.92587772764693,79.78437849320326,1.397037381233155,60.17152451591322,27.23423159498998,25.928388245388472
Riboviria,14.621879915910865,14.699227457920168,0.3482633253713757,11.755778043832187,4.79024587341666,5.2593329448792625
Riboviria,63.49277954010306,75.82774267747953,1.3012739889102443,57.90196015708125,26.435128547101538,24.001830272361484
Riboviria,74.54065076718882,84.69875291798186,1.4815148416460762,63.0388272635631,28.675324462860804,27.7185154157779
Riboviria,35.071371212679686,43.466882163536475,0.7511560417321227,30.949732029023803,15.49371203499287,13.450735367292316
Monodnaviria,42.60874253740226,56.261056066640684,0.876627503885779,40.339824176237784,20.673432166726883,15.83898622756527
Monodnaviria,39.45766568036168,44.99979283573431,0.8110830115266086,33.58796636430502,15.157789861877138,14.370168978373554
Monodnaviria,45.13671359377076,55.06234797723482,0.9246458064677637,41.758184374611304,19.626441995794323,16.59960115834856
Monodnaviria,39.92206464645742,44.83214797318265,0.8074820845538488,33.82865976981881,15.047962031810064,14.22471112890855
Monodnaviria,39.043259223217056,42.92359816261912,0.8225992025477918,33.298820430105394,14.345965071242444,14.593938830585161
Monodnaviria,40.01113392480912,47.69629823043636,0.7626591061786451,34.65674959429803,16.22928880218613,13.304068878660086
Monodnaviria,38.224977719485196,42.90385791778088,0.8019072452297663,32.6882921918088,14.434483704669919,14.212281314357964
Monodnaviria,62.91751271375956,69.48623940880054,1.3997412010890808,55.55132062343361,21.93919275121588,25.7695589930833
Monodnaviria,38.88408298258736,44.35846596840733,0.8017016755255768,33.43521451873605,14.906173203260302,14.13931978711828
Monodnaviria,39.77841799071396,45.003024530679944,0.7934753182434288,33.88201547200451,15.229469470692816,13.964412493906332
Monodnaviria,55.81283085912239,67.26813251848137,1.0668425134478121,49.30911736749144,23.094129867525112,19.369667906383004
Monodnaviria,29.24060947841124,34.028086041774166,0.6600538767519238,26.02788621312374,11.853973046699206,11.437421849099643
Monodnaviria,50.17677616566008,62.53750797212796,1.0143996841494403,45.66558715951835,22.294184705167936,18.480052111367925
Monodnaviria,32.77281638866053,36.361110696270465,0.7243124155971765,27.839532248310586,12.126228827027735,12.768418854290635
Monodnaviria,39.66702101981569,44.402795998357384,0.7989527836930121,33.12687071398817,14.73264778477507,14.096126294043353
Monodnaviria,39.91103305822267,44.85783432817389,0.8098438748302489,34.03546813413551,15.164915944066028,14.340376397020183
Monodnaviria,52.29382701407726,62.55080990876701,1.028371376398728,46.31296293739547,21.440145220565203,18.60087696179664
Monodnaviria,52.00381906589742,63.450925819945155,1.12999053105639,47.26299273706697,22.3439800386675,20.864103424631896
Monodnaviria,70.9856117548377,78.9574803902605,1.533744803280978,61.50731736359817,25.73773220049182,28.549643001197552
Monodnaviria,52.07869491077392,62.880164969984826,0.9992759399381258,44.63416739501291,21.52054587705169,18.150695095425675
Monodnaviria,31.465957265890417,36.66511535020798,0.6785179181676346,27.37214339791176,12.815447736937646,11.843774894738551
Monodnaviria,63.83274236093726,76.68745239346207,1.2761847993669084,56.681558997471896,26.32822513487254,23.601054104233402
Monodnaviria,40.10168186981175,45.26443330312636,0.8034050709695536,33.75946588187814,15.15335666832107,14.150340580281899
Monodnaviria,56.899258487610474,66.3157852465946,1.1763099486644804,49.48158623609337,22.488636549486174,21.65856380655683
Monodnaviria,58.83052950012697,62.29531124408186,1.1710796863513633,48.801480810929164,19.864174428695407,21.21814868015716
Monodnaviria,39.57818199377858,44.47566768451425,0.8062076777619746,33.512308203567926,14.651143478505132,14.196949541236366
Monodnaviria,56.62737027775036,66.70978183280049,1.0989229133826073,50.07770058613811,22.73509359369881,19.965062337285914
Monodnaviria,60.944516921588615,67.95114494655354,1.1619402899592193,51.90694149353776,22.64998997490044,21.037217938854113
Monodnaviria,39.93785836246358,44.47295248093318,0.8188254628000797,33.69711571371872,14.610650892284418,14.462596570669627
Monodnaviria,39.551450835912,44.801562033216975,0.7957191087130258,33.71545326757834,15.095814972800774,14.020500269495656
Monodnaviria,64.08284354325733,73.3795037536457,1.3616856218165774,56.101657742039905,24.647796289825706,25.268946725776598
Monodnaviria,38.21789244793596,43.7086093773112,0.7831164665222108,33.035583239504795,14.711351913446018,13.774618112916254
Monodnaviria,39.40577065305271,44.46692818650988,0.8062180668850364,34.00436718412731,14.995364787974456,14.284995090900342
Monodnaviria,61.7175699862888,73.50273597549753,1.2652440966318128,54.40854379328034,25.07201323332021,23.44013665355234
Monodnaviria,34.27465164921967,38.96230271229314,0.7423601006570095,30.21127436843229,13.106614635803766,13.006435179683749
Monodnaviria,39.83565150117843,44.93794778999927,0.8197352330073789,33.88020325941503,15.181568284758134,14.552727244410931
Monodnaviria,33.578760006771276,38.62272477491803,0.7391123471822876,30.170479757669792,13.203038436929338,12.888479065146775
Monodnaviria,73.04463723639454,84.49321392925869,1.66470252040092,67.5970712861443,27.636623489725213,30.92184325483682
Monodnaviria,30.68121938634005,35.97802527561809,0.670728395437782,27.078275477120457,12.580189179269047,11.676231400696846
Monodnaviria,38.479771820607745,42.90565572411761,0.8051863724541448,32.930990149367716,14.262915670997911,14.245783046456266
Monodnaviria,31.576062300920622,35.65541599256202,0.6607012482770718,27.218322178961923,12.060932979615222,11.337035692177595
Monodnaviria,49.26136696872834,56.85159176975413,1.0975076459909214,44.42218698712578,18.908764622857074,19.990719140433097
Monodnaviria,40.04519636285596,44.65558360931479,0.8155547383056994,33.64302705872053,14.985079974443378,14.42247034956253
Monodnaviria,50.763862938913995,60.22863310293285,1.0432736370860678,45.405532004900834,20.492423776246785,18.944104991661433
Monodnaviria,30.568528753027273,35.94752566802064,0.6463629222498743,27.004159390117895,12.470022212115564,11.152896011959527
Monodnaviria,65.252316583037,72.09880602231293,1.4078720122480097,56.67652505724082,23.482374581538178,26.07025288194891
Monodnaviria,48.60376868099968,57.0388959982381,1.0225399197909806,43.29061296246763,19.598677117733907,18.538900343697794
Monodnaviria,39.09569668923901,45.253636968740196,0.8021855707191744,33.69462849165967,15.122803112859723,14.172669062511119
Monodnaviria,92.00823640586958,109.12210153642292,1.754279390663297,80.83598683685587,37.08454598726639,32.87072723154386
