Sublevel Name,dft,ent
Stelpaviricetes,86.53569437475197,1.3686010873013013
Stelpaviricetes,69.28633229790933,1.3800872285363281
Stelpaviricetes,85.77288646137313,1.3739131162630718
Stelpaviricetes,86.59686565058041,1.3686048304134228
Stelpaviricetes,85.66902372178974,1.3733309982151263
Stelpaviricetes,91.42022309445078,1.3698746094759318
Stelpaviricetes,85.95805973273887,1.365061672813041
Stelpaviricetes,45.38132551035583,1.3796956614633982
Stelpaviricetes,91.3096463371038,1.3673609950987538
Stelpaviricetes,86.58140189032125,1.3657706666224594
Stelpaviricetes,85.9522998614333,1.3734895516724674
Stelpaviricetes,85.57930365546959,1.40461009383137
Stelpaviricetes,86.26690451283933,1.3700825554296725
Stelpaviricetes,86.71711042173347,1.3694132656238671
Stelpaviricetes,77.03624024426762,1.382133790959427
Stelpaviricetes,76.76437286041336,1.3666851774343642
Stelpaviricetes,86.51941405826527,1.3683645712642303
Stelpaviricetes,82.99765073777364,1.346026183385145
Stelpaviricetes,87.08255429562836,1.3737458052347433
Stelpaviricetes,85.58081873746671,1.3738268500478628
Stelpaviricetes,86.27995865048109,1.3669803014084994
Stelpaviricetes,86.5800882421696,1.3713942620060535
Stelpaviricetes,86.1857724862914,1.370387758201977
Stelpaviricetes,85.80973119510114,1.3561268686793317
Stelpaviricetes,86.49905284602733,1.3686581740692367
Stelpaviricetes,70.49595632546176,1.383292705332858
Stelpaviricetes,68.9884143216894,1.3671906419414088
Stelpaviricetes,75.59559866606382,1.3686338846111288
Stelpaviricetes,87.18344437669587,1.3763013095474228
Stelpaviricetes,70.1064772513846,1.3839624847268528
Stelpaviricetes,90.25462587516778,1.3593925391949904
Stelpaviricetes,86.12448268060938,1.3653643222113898
Stelpaviricetes,86.43570234986919,1.3722413398767441
Stelpaviricetes,85.91234794892473,1.3660751734048329
Stelpaviricetes,87.24167944991841,1.367660116997018
Stelpaviricetes,85.91062400105206,1.3675984815398254
Stelpaviricetes,85.3306808472312,1.361761531616903
Stelpaviricetes,86.67802366355542,1.3693254812199729
Stelpaviricetes,84.78463220916565,1.372738489475607
Stelpaviricetes,85.90724603816106,1.366228597339541
Stelpaviricetes,86.51941405826527,1.3683645712642303
Stelpaviricetes,86.18204072517288,1.3647674861307175
Stelpaviricetes,84.96844470390272,1.4648705530055932
Stelpaviricetes,87.16327154072043,1.3614023814607856
Stelpaviricetes,86.3185160130588,1.3689187441722168
Stelpaviricetes,86.22386553295046,1.365276803609609
Stelpaviricetes,85.77400583911981,1.3577467989328964
Stelpaviricetes,86.60467002255223,1.3698973567819088
Stelpaviricetes,72.17732359598817,1.376823961799344
Stelpaviricetes,83.28878389031829,1.5090733598451211
Stelpaviricetes,86.81700091229554,1.368490908397478
Stelpaviricetes,86.07374440208334,1.368765744028744
Stelpaviricetes,85.87229483340684,1.364181158821766
Stelpaviricetes,86.01653522235011,1.3604578373007339
Stelpaviricetes,88.00798735655289,1.3649849827943046
Stelpaviricetes,86.59951283762919,1.3688116050271308
Stelpaviricetes,69.6649556698881,1.383063407735972
Stelpaviricetes,86.32987576630909,1.3699832725828989
Stelpaviricetes,88.13839736664285,1.3625332131108192
Stelpaviricetes,88.13462219519175,1.38133518957099
Stelpaviricetes,70.75089591354455,1.3717467948248672
Stelpaviricetes,87.7143208312174,1.3729482993164925
Stelpaviricetes,86.10769634694115,1.3632395048853336
Stelpaviricetes,86.15104920202678,1.36583692054143
Stelpaviricetes,70.49595632546176,1.383292705332858
Stelpaviricetes,85.53792770161492,1.3650582064628123
Stelpaviricetes,86.12692009834865,1.3708739899542648
Stelpaviricetes,86.45414139902329,1.3703836213676848
Stelpaviricetes,70.81326323846243,1.3845009003265376
Stelpaviricetes,87.69961894524327,1.3647672228143921
Stelpaviricetes,85.952748170298,1.3641573190688243
Stelpaviricetes,25.4254735283907,1.37731558299425
Stelpaviricetes,86.0781803408809,1.3690541361806798
Stelpaviricetes,87.90115124541397,1.3704229638457273
Stelpaviricetes,75.96983802218068,1.3723851765329362
Stelpaviricetes,91.54113793966562,1.3683852149919247
Stelpaviricetes,86.43136577036789,1.363955309789796
Stelpaviricetes,87.99976825609023,1.3730507427066214
Stelpaviricetes,68.9884143216894,1.3671906419414088
Stelpaviricetes,84.86483379273264,1.3727678921482194
Stelpaviricetes,85.88198284852841,1.366783798617126
Stelpaviricetes,86.42984177059631,1.3699814243000976
Stelpaviricetes,86.12358614592048,1.3660868806713795
Stelpaviricetes,70.97506056508811,1.3836582585176143
Stelpaviricetes,72.38944336284952,1.3781988216664125
Stelpaviricetes,88.19846811090484,1.3655317535716356
Stelpaviricetes,86.63161335645844,1.370142767482922
Stelpaviricetes,91.1364308576421,1.367573526119354
Stelpaviricetes,87.91460106951419,1.3696607340140083
Stelpaviricetes,86.37207146497921,1.3658551941756354
Stelpaviricetes,86.10980387456033,1.3638696077239925
Stelpaviricetes,87.66816966354615,1.3661385024349075
Stelpaviricetes,86.13716913535612,1.368691988228763
Stelpaviricetes,87.015056732589,1.3694050782070286
Stelpaviricetes,86.65605225519295,1.3703045192270036
Stelpaviricetes,86.41323731646028,1.3700049722902206
Stelpaviricetes,85.80176091525668,1.369517325717935
Stelpaviricetes,88.39522134505619,1.363284300492265
Stelpaviricetes,87.20811094713031,1.3741517337232925
Stelpaviricetes,87.22413631281921,1.3674221511251798
Stelpaviricetes,91.13977838692017,1.369995739789757
Stelpaviricetes,86.48583861265867,1.3687494414168633
