Sublevel Name,pp
Monidovirineae,138.93138724945246
Monidovirineae,138.93138724945246
Ronidovirineae,104.93391890451414
Ronidovirineae,103.55218697259666
Ronidovirineae,100.52121893258067
Ronidovirineae,99.51705288906376
Ronidovirineae,103.08873251550021
Ronidovirineae,103.53275579129442
Ronidovirineae,104.93391890451414
Ronidovirineae,109.85597114442743
Ronidovirineae,103.15941699335254
Ronidovirineae,103.15941699335254
Ronidovirineae,103.08873251550021
Ronidovirineae,103.2792561662681
Ronidovirineae,103.55218697259666
Ronidovirineae,103.08873251550021
Cornidovirineae,108.02119926106862
Cornidovirineae,107.97834043512668
Cornidovirineae,107.96322418862442
Cornidovirineae,108.03031993945338
Cornidovirineae,110.92143677365462
Cornidovirineae,108.1844042928858
Cornidovirineae,106.35407140495471
Cornidovirineae,109.0481877525516
Cornidovirineae,105.2795640363344
Cornidovirineae,20.427958962522663
Cornidovirineae,109.60635764347298
Cornidovirineae,114.02313389083686
Cornidovirineae,109.49119122840236
Cornidovirineae,115.56124679885036
Cornidovirineae,107.07310682936595
Cornidovirineae,111.148743589478
Cornidovirineae,114.38255103987153
Cornidovirineae,101.5493403354222
Cornidovirineae,106.47544153368129
Cornidovirineae,110.2774573988102
Cornidovirineae,111.13951894215694
Cornidovirineae,106.37487378751955
Cornidovirineae,110.3638737140344
Cornidovirineae,112.93004633492885
Cornidovirineae,110.95733880896206
Cornidovirineae,111.09221978117793
Cornidovirineae,111.068073205219
Cornidovirineae,106.62661023395252
Cornidovirineae,107.84027961258255
Cornidovirineae,109.88640497129434
Cornidovirineae,106.3667327219522
Cornidovirineae,110.85020640573653
Cornidovirineae,111.40519549338032
Cornidovirineae,107.955199592886
Cornidovirineae,37.494329372245915
Cornidovirineae,105.79773144629085
Cornidovirineae,107.88858714769289
Cornidovirineae,106.8389120584915
Cornidovirineae,110.591187527215
Cornidovirineae,110.48619973520061
Cornidovirineae,114.32750828815374
Cornidovirineae,106.47443094171358
Cornidovirineae,106.32286276115856
Cornidovirineae,106.36489108934651
Cornidovirineae,106.59977485166989
Cornidovirineae,110.04783829653928
Cornidovirineae,110.62024862584708
Cornidovirineae,111.14078403820469
Cornidovirineae,111.14210774176766
Cornidovirineae,111.02506126841917
Tornidovirineae,107.02507565659657
Tornidovirineae,111.47868857683892
Tornidovirineae,110.738697238449
Tornidovirineae,110.83524490686189
Tornidovirineae,110.3356031018773
Tornidovirineae,116.07925923550597
