,Sublevel Name,fd_std,magtropy,avg_magnitude,entropy
0,Deltacoronavirus,1.3520496744010069,0.5176036528352068,0.7140612079889131,1.3795521033856653
1,Deltacoronavirus,1.3513774447050777,2.1599559525998906,2.9704686500092983,1.3752450120262
2,Deltacoronavirus,1.3498581273402774,2.1706773810267634,2.9862089141625647,1.375703704412326
3,Deltacoronavirus,1.3681503821906855,2.170330074911828,2.9858276702038755,1.3757481890514642
4,Deltacoronavirus,1.3668187803324947,2.1674790170523717,2.9856736702347533,1.3774867699965427
5,Deltacoronavirus,1.3661857059010272,0.4311403777092844,0.5965181274827666,1.383582142438525
6,Deltacoronavirus,1.3660293070647649,2.160817931525696,2.972088959655373,1.3754462679587542
7,Deltacoronavirus,1.3674822402245348,0.4118900908732956,0.5677730456746373,1.3784576474535628
8,Deltacoronavirus,1.3752024010895998,2.1709810922606074,2.9866193192718247,1.3757002904902806
9,Deltacoronavirus,1.3753168566668856,2.17056679281038,2.9874433171414685,1.3763424959033044
10,Deltacoronavirus,1.3753426432534095,2.1699631763234932,2.986175447511568,1.3761410700853278
11,Deltacoronavirus,1.3753922120795776,0.5160915726298247,0.7117248871487454,1.3790670588206675
12,Deltacoronavirus,1.3754534442046715,2.167517938123386,2.9820183274602243,1.3757756164371235
13,Deltacoronavirus,1.3755661683808462,2.171062864618244,2.9869898111421143,1.375819125194858
14,Deltacoronavirus,1.3755404140174865,0.8335517122109513,1.1409993180661815,1.3688404706646715
15,Deltacoronavirus,1.3748853688014149,2.165294197394961,2.9788363477557493,1.3757189906755165
16,Deltacoronavirus,1.3746235259401025,2.160298727565151,2.9713891871387488,1.3754529173323031
17,Deltacoronavirus,1.3746235259401025,2.16028462371757,2.9713910856881736,1.3754627760923444
18,Deltacoronavirus,1.3746062071916283,2.1719606116323487,2.989673385005277,1.3764860048536387
19,Deltacoronavirus,1.3781078959156612,2.1600046724809725,2.9705075137870867,1.3752319852045385
20,Deltacoronavirus,1.378146348277843,0.8335738269625355,1.1412946168971956,1.3691584116261972
21,Deltacoronavirus,1.3780721264654077,2.1582882135689316,2.9687988580379505,1.3755340178264526
22,Deltacoronavirus,1.378103263652917,2.1656991059968798,2.9788615229963886,1.3754734047531532
23,Deltacoronavirus,1.3777656735957122,2.137034365958903,2.9006853218574866,1.357341448533949
24,Deltacoronavirus,1.3776527304796808,2.1631023749976266,2.975201533568557,1.3754326045579892
25,Deltacoronavirus,1.3776527304796808,2.1664671583710837,2.980289933430026,1.375645101249002
26,Deltacoronavirus,1.3776207243264469,2.1713884441356863,2.98745364244292,1.3758264443707426
27,Deltacoronavirus,1.3776122365119958,0.8336195540976502,1.1412925982409907,1.3690808866358477
28,Deltacoronavirus,1.3776762456865723,2.163236114991266,2.9752811018026875,1.3753843517977231
29,Deltacoronavirus,1.3775403866801144,1.1063232415735456,1.5229018934912404,1.3765433430876737
30,Deltacoronavirus,1.3775063919216464,2.164022347714815,2.9767399415490514,1.3755587804776868
31,Deltacoronavirus,1.3774978913542808,2.1699201504827106,2.9848831337801687,1.3755727984350783
32,Deltacoronavirus,1.3774978913542808,2.2167682718963597,2.9608212850313524,1.3356476283822325
33,Deltacoronavirus,1.3774723851434634,2.1644930071821866,2.9786757556801757,1.3761540211940533
34,Deltacoronavirus,1.3774893900355505,2.165035521799601,2.978204725158668,1.3755916220178928
35,Deltacoronavirus,1.3774808879653226,2.1701464404551998,2.98716885003409,1.3764826162641428
36,Deltacoronavirus,1.3774808879653226,2.1707763637992445,2.9863621759225474,1.3757115775371178
37,Deltacoronavirus,1.3774808879653226,2.2427164373150696,3.050884912937835,1.3603525002876808
38,Deltacoronavirus,1.3774808879653226,2.1684058763207803,2.9821571440587507,1.3752762693664593
39,Deltacoronavirus,1.3774723851434634,2.164489018603028,2.977368622106028,1.3755526577019257
40,Deltacoronavirus,1.3772786223830695,2.1630561187250748,2.9759248493121957,1.3757964130242877
41,Deltacoronavirus,1.3772786223830695,2.1677400110388527,2.986309695463064,1.3776143265593577
42,Deltacoronavirus,1.3772786223830695,2.170233000937063,2.9866562728775716,1.3761915294754037
43,Deltacoronavirus,1.3772786223830695,2.171847661935137,2.9878806945131213,1.3757321689178197
44,Deltacoronavirus,1.3772786223830695,2.161856327608148,2.9743053199374128,1.3758108168215548
45,Deltacoronavirus,1.3772786223830695,2.1700789127443816,2.9851582862784247,1.3755989557556023
46,Deltacoronavirus,1.3772786223830695,2.1642327844254936,2.982453860258584,1.3780651886069135
47,Deltacoronavirus,1.3772786223830695,2.1623982382027864,2.9760986481643674,1.3762953537355191
48,Deltacoronavirus,1.3772786223830695,2.171079697969258,2.986808270002752,1.375724839947835
49,Deltacoronavirus,1.3772786223830695,2.166896732302609,2.9825723563366893,1.3764257021917785
50,Deltacoronavirus,1.377169834775908,2.164207753129633,2.976838097161392,1.3754862918574355
51,Deltacoronavirus,1.377169834775908,2.171823099762136,2.9878310625928344,1.375724875069277
52,Deltacoronavirus,1.377169834775908,2.168775986829473,2.9850907508038578,1.3763942283258832
53,Deltacoronavirus,1.377169834775908,2.171184005876461,2.9870973428504213,1.375791888096833
54,Deltacoronavirus,1.377169834775908,2.162322456534365,2.9746943523596974,1.375694149302482
55,Deltacoronavirus,1.377169834775908,2.2427164373150696,3.050884912937835,1.3603525002876808
56,Deltacoronavirus,1.377169834775908,2.171562423798146,2.9899831282735887,1.3768810398938445
57,Deltacoronavirus,1.377169834775908,2.165335422068765,2.9781494461585685,1.3753755726737429
58,Deltacoronavirus,1.3771527786188522,2.1603134912977358,2.9714954873836343,1.3754927233262833
59,Deltacoronavirus,1.3771292135013378,2.163396641547431,2.9778741246726854,1.3764808854203805
60,Deltacoronavirus,1.3770780223339485,2.1625415291502668,2.9749931305136634,1.3756929475859063
61,Deltacoronavirus,1.3770438797459466,2.1706956664598738,2.9862491184040088,1.375710637168313
62,Deltacoronavirus,1.3770438797459466,1.1063232415735456,1.5229018934912404,1.3765433430876737
63,Deltacoronavirus,1.3770438797459466,0.2932051631172131,0.4002841698118407,1.3652016409131962
64,Deltacoronavirus,1.3770438797459466,2.1699201504827106,2.9848831337801687,1.3755727984350783
65,Deltacoronavirus,1.3770438797459466,2.169844305615612,2.985982392612024,1.3761274875272047
66,Deltacoronavirus,1.3770438797459466,0.8277725188601601,1.1329256546744837,1.3686437141384182
67,Deltacoronavirus,1.3770438797459466,2.164595108532865,2.9775252380428414,1.375557593337153
68,Deltacoronavirus,1.3770438797459466,2.1806909352973007,2.9945174329432835,1.3731966251948633
69,Deltacoronavirus,1.3770438797459466,2.2031160983502702,2.9866962480409285,1.3556690227434751
70,Deltacoronavirus,1.3770438797459466,0.8341178377054272,1.1421672195186392,1.369311586310903
71,Deltacoronavirus,1.3770438797459466,2.2167682718963597,2.9608212850313524,1.3356476283822325
72,Deltacoronavirus,1.3770438797459466,2.1634857980208517,2.9756764764545496,1.375408370684331
73,Deltacoronavirus,1.3770438797459466,2.1694436548315297,2.984695908195023,1.3757886274427358
74,Deltacoronavirus,1.3770438797459466,2.1619325329065013,2.9742826960842392,1.3757518566435625
75,Deltacoronavirus,1.3770438797459466,2.17866386753588,2.9624544177601186,1.359757446710091
76,Deltacoronavirus,1.3770438797459466,2.164182310745693,2.9767771181100917,1.375474285752022
77,Deltacoronavirus,1.3770438797459466,2.1706081354876163,2.9870450292239625,1.3761327898796147
78,Deltacoronavirus,1.3770438797459466,2.1581413192359458,2.9686798664467697,1.3755725076881349
79,Deltacoronavirus,1.3770438797459466,2.171151257059296,2.9879507735031003,1.3762057174911495
80,Deltacoronavirus,1.3770438797459466,2.161356977885521,2.9735922618342805,1.375798765432713
81,Deltacoronavirus,1.3770438797459466,2.1694338822418366,2.9844106302018263,1.3756633261013762
82,Deltacoronavirus,1.3770438797459466,2.1711109391658163,2.98687916212182,1.3757376964207264
83,Deltacoronavirus,1.3770438797459466,2.1703767050947698,2.985961979239012,1.3757805141520951
84,Deltacoronavirus,1.3770438797459466,2.17064649785152,2.9861962486337896,1.3757174425174672
85,Deltacoronavirus,1.3770438797459466,2.166731406172413,2.9804439968828764,1.375548435949386
86,Deltacoronavirus,1.3770438797459466,0.5176036528352068,0.7140612079889131,1.3795521033856653
87,Deltacoronavirus,1.3770438797459466,2.1714128471168013,2.9870904968784964,1.3756437431254729
