Sublevel Name,pp_magtropy,pp_avg_magnitude,entropy
Monidovirineae,138.93138724945246,177.48612669642787,1.277509209475826
Monidovirineae,138.93138724945246,177.48612669642787,1.277509209475826
Ronidovirineae,103.08873251550021,140.86359247793393,1.36643054037699
Ronidovirineae,103.08873251550021,140.86359247793393,1.36643054037699
Ronidovirineae,103.53275579129442,141.0846905210502,1.36270583587531
Ronidovirineae,104.93391890451414,142.7379171286962,1.360264808737223
Ronidovirineae,103.2792561662681,140.82746326847166,1.363560007072041
Ronidovirineae,104.93391890451414,142.7379171286962,1.360264808737223
Ronidovirineae,103.08873251550021,140.86359247793393,1.36643054037699
Ronidovirineae,103.15941699335254,140.70247945451052,1.3639324799943102
Ronidovirineae,103.55218697259666,141.19220392008825,1.3634883825046822
Ronidovirineae,103.15941699335254,140.70247945451052,1.3639324799943102
Ronidovirineae,100.52121893258067,138.58258500428087,1.3786401167421962
Ronidovirineae,99.51705288906376,138.6534994098039,1.393263720986265
Ronidovirineae,109.85597114442743,148.79218297847433,1.354429635716911
Ronidovirineae,103.55218697259666,141.19220392008825,1.3634883825046822
Cornidovirineae,106.3582940119942,145.1451651899251,1.3646812083461666
Cornidovirineae,40.92721817676102,55.72010778575128,1.361443808496856
Cornidovirineae,106.83776912856177,145.78832065909245,1.3645766085180986
Cornidovirineae,40.96714029004641,55.730278843064646,1.3603653671819793
Cornidovirineae,110.38603157495072,151.22976726012337,1.3700081894640832
Cornidovirineae,108.94040636459489,147.90274620886643,1.357648196334745
Cornidovirineae,109.13241936844416,147.59846908070358,1.3524713365181928
Cornidovirineae,110.43436469455523,151.16546514333413,1.3688263210589835
Cornidovirineae,107.82121902837712,145.8512761919373,1.352714034456902
Cornidovirineae,106.33008651286858,145.0971836281062,1.3645919831970215
Cornidovirineae,110.2774573988102,150.98946670874506,1.3691779831548248
Cornidovirineae,108.155080050458,146.2149607422135,1.3519009987695378
Cornidovirineae,108.16520818063924,146.23947821005677,1.3520010793658561
Cornidovirineae,107.83626972192995,145.85201954533346,1.3525321296946948
Cornidovirineae,111.05287693611035,151.80107893048765,1.3669261267118733
Cornidovirineae,109.6959226767319,149.9402099015983,1.3668713133802084
Cornidovirineae,35.92292725443378,48.310015212035935,1.3448240136408505
Cornidovirineae,106.4780825356874,145.33650295963548,1.3649429018495352
Cornidovirineae,111.13855886901175,151.9198413448312,1.3669408969382482
Cornidovirineae,40.93183012372626,55.707033436321865,1.360970991718035
Cornidovirineae,110.78339500573476,151.5023938116656,1.3675550727058239
Cornidovirineae,108.5351302234201,150.7431970345712,1.3888885259939856
Cornidovirineae,110.22403218985795,149.63905215572794,1.357590075256716
Cornidovirineae,106.40219932488355,145.21097408575665,1.3647365844607795
Cornidovirineae,110.77370269669473,151.61188951775898,1.3686631919570456
Cornidovirineae,110.57945350398433,151.3449832564077,1.3686537458873815
Cornidovirineae,108.00947017743857,146.0759515362678,1.352436515948957
Cornidovirineae,109.39510580890193,148.3315644270814,1.3559250510365248
Cornidovirineae,111.0590069637036,151.8103054569031,1.3669337553731045
Cornidovirineae,105.90925266706257,143.1559069056875,1.3516846101795645
Cornidovirineae,111.02280268054037,151.80304800477143,1.3673141403354148
Cornidovirineae,110.2774573988102,150.98946670874506,1.3691779831548248
Cornidovirineae,110.90653900255623,151.6180302667244,1.367079268998105
Cornidovirineae,110.34487532013827,149.32441759592672,1.3532519490615127
Cornidovirineae,107.81747491777776,145.90700288905353,1.3532778707748727
Cornidovirineae,110.89610721233286,151.58892180788087,1.3669453835528549
Cornidovirineae,110.57493566502893,151.35776348044934,1.3688252457045618
Cornidovirineae,40.937298235686946,55.72102983357969,1.3611311013437883
Cornidovirineae,108.15347195134473,146.32048659930985,1.3528968045069825
Cornidovirineae,107.22819541067977,145.13678467284527,1.3535319149686058
Cornidovirineae,107.1175981621309,145.60338482587505,1.3592853772308533
Cornidovirineae,110.23282344350024,149.15670690781803,1.3531061098536428
Cornidovirineae,108.4456686691072,146.76623836210524,1.3533619199667895
Cornidovirineae,101.57370467617594,139.7414005234022,1.375763549915872
Cornidovirineae,110.46996074391794,151.21656691556046,1.3688478378850686
Cornidovirineae,110.591187527215,151.45504550220673,1.3695037451780296
Cornidovirineae,106.9346145991697,144.56514241831889,1.3519022157624287
Cornidovirineae,110.86516367513163,151.54025943472382,1.3668879782542196
Cornidovirineae,114.04548023556625,152.74226212451939,1.339310087598589
Cornidovirineae,108.14019901319078,146.28942868646593,1.35277565624437
Cornidovirineae,111.49092838045681,153.31888019360946,1.375169104973429
Cornidovirineae,106.30068322792688,145.0462435542546,1.3644902285646707
Cornidovirineae,108.97810887354518,143.86057061435665,1.320086869751869
Cornidovirineae,108.33628168653311,146.48094961402631,1.3520950445563873
Cornidovirineae,36.04079261680174,48.45182914323109,1.3443608096633115
Cornidovirineae,106.79444113648985,145.87631230221723,1.3659541709271024
Cornidovirineae,108.18444586643818,146.3088317586242,1.3524017300902333
Cornidovirineae,105.79229599098352,144.321057995203,1.364192511782741
Cornidovirineae,106.36469534565319,145.153096522599,1.364673645243802
Cornidovirineae,108.07866799312926,146.12200815682593,1.351996752644242
Cornidovirineae,110.47367429921533,151.29466581462341,1.3695087700699209
Cornidovirineae,107.65862031667467,145.36693565998004,1.3502582072145033
Cornidovirineae,114.11168185855712,152.90900494929548,1.3399943148575106
Cornidovirineae,110.99591159123307,151.79863425860674,1.3676056359412472
Cornidovirineae,110.61545445043417,151.40510318300295,1.3687518071974858
Cornidovirineae,110.89706437816685,151.60153483531764,1.3670473216346437
Cornidovirineae,101.48279377943472,139.65326203093494,1.3761274875272047
Cornidovirineae,111.20239110387863,152.04054147992423,1.3672416570422217
Cornidovirineae,111.052833757976,151.8010660446243,1.3669265421488777
Cornidovirineae,107.83369164896716,145.85161636119454,1.3525607269014566
Cornidovirineae,106.368218844771,145.20516456797702,1.365117947306074
Cornidovirineae,108.01037321372976,146.0335730480118,1.3520328529838714
Cornidovirineae,111.12077143061258,151.91636578883592,1.3671284300226212
Cornidovirineae,110.43436469455523,151.16546514333413,1.3688263210589835
Cornidovirineae,107.72772129294486,145.77355868683293,1.353166640278501
Cornidovirineae,106.31702952321017,145.06688115910703,1.3644745513458627
Cornidovirineae,114.01156324691753,152.76916603955075,1.3399444906188591
Cornidovirineae,16.75255166436946,22.966679799466053,1.3709362167384478
Cornidovirineae,107.65359840431921,145.74581147995247,1.3538405927925299
Cornidovirineae,105.90925266706257,143.1559069056875,1.3516846101795645
Cornidovirineae,106.47571903547814,145.29686291316756,1.3646009083512651
Cornidovirineae,106.4428019234921,145.29005130986894,1.3649589139366989
Cornidovirineae,101.35100926920651,139.66829770407014,1.3780651886069137
Cornidovirineae,106.53375092277378,145.42150017452147,1.365027504569302
Cornidovirineae,40.97693500915398,55.73961415923481,1.3602680177710447
Cornidovirineae,114.09770514761928,155.12388362000797,1.3595705839947363
Cornidovirineae,106.3888704999584,145.2274645073101,1.3650625655187012
Cornidovirineae,106.7312462257847,145.78531349496538,1.365910346315677
Cornidovirineae,110.16371714696602,149.65558945339268,1.3584834764947316
Cornidovirineae,106.5361038241243,145.36953026277718,1.3645095422558464
Cornidovirineae,105.69041002687095,144.21272890560144,1.3644826325201738
Cornidovirineae,114.29797630245326,153.12370289603052,1.3396886615983237
Cornidovirineae,40.89923162415504,55.68303274546743,1.3614689209119784
Cornidovirineae,108.01737509624976,146.18044960060934,1.3533049610801415
Cornidovirineae,106.62609846858507,143.90119792520255,1.349587014736357
Cornidovirineae,113.05928619060629,152.71498690707375,1.3507513805598599
Cornidovirineae,110.61767544167233,151.3960268582538,1.3686422739744113
Cornidovirineae,105.91915117304369,143.16131322355142,1.3516093325716325
Cornidovirineae,106.3617257295529,145.12932427966325,1.3644882431551095
Cornidovirineae,106.66741977018877,145.61420021562665,1.365123488777992
Cornidovirineae,107.47858035087508,146.17620305450242,1.3600496264213289
Cornidovirineae,113.3595103885514,154.7038832034591,1.3647190489196328
Cornidovirineae,107.955199592886,146.04546347948596,1.3528339906761657
Cornidovirineae,110.59870677386311,151.4037748258866,1.3689470631465521
Cornidovirineae,109.64193817520382,149.88939001200777,1.3670808132969154
Cornidovirineae,110.2727005305626,150.93249323122268,1.3687203859616281
Cornidovirineae,106.33180382320651,145.11959470489077,1.3647807098822016
Cornidovirineae,106.38289613264944,145.16028903698393,1.3645077762874847
Cornidovirineae,108.9823620686241,143.85977555568007,1.3200280561463178
Cornidovirineae,104.87440112681763,142.60374790145144,1.359757446710091
Cornidovirineae,109.51360542265357,148.49369738494403,1.3559383495032589
Cornidovirineae,101.4006114217832,139.54154590927925,1.3761410700853278
Cornidovirineae,110.9622507297157,151.67375366319237,1.36689507166399
Cornidovirineae,113.93973881539557,152.65924624015457,1.3398244355070192
Cornidovirineae,111.07454840736183,151.83035768563138,1.366923024785112
Cornidovirineae,110.45086488713481,151.18439435612916,1.368793214164672
Cornidovirineae,114.30846485730252,153.1299453816727,1.3396203472142956
Cornidovirineae,106.3667327219522,145.14881000800818,1.3646072065354702
Cornidovirineae,106.47198490133016,145.27530496472863,1.364446291664031
Cornidovirineae,108.086680317797,146.20659742072166,1.3526791366969944
Cornidovirineae,111.14919649283877,151.92327404978158,1.3668409565117265
Cornidovirineae,109.32458344570702,144.33501995447972,1.3202430359696695
Cornidovirineae,111.07206398562049,151.83294144644816,1.3669768616715776
Cornidovirineae,111.14000132494141,151.91942716426865,1.3669194291270514
Cornidovirineae,107.77812849104593,145.78197708585586,1.3526118807858798
Cornidovirineae,106.69703877378589,145.68868568544886,1.3654426342077894
Cornidovirineae,110.46924274048399,151.2017591664837,1.3687226907283971
Cornidovirineae,107.14657245726544,146.6006393598761,1.3682251890824284
Cornidovirineae,110.86675750126932,151.55079188618782,1.366963328790893
Cornidovirineae,113.95510646493769,152.6904818540997,1.3399178552922533
Cornidovirineae,106.50690919706142,145.34380971555433,1.3646420763805662
Cornidovirineae,113.98051602958326,155.61114654012817,1.3652433938774222
Cornidovirineae,109.33230987485801,144.35040728074978,1.3202904744807236
Cornidovirineae,110.5545142667299,151.14678798244012,1.3671697531751175
Cornidovirineae,114.30484865945954,153.12510142106572,1.3396203504652777
Cornidovirineae,106.47164586903492,145.29588909123154,1.364643966056017
Cornidovirineae,106.30338699797821,145.05868230439162,1.3645725352772673
Cornidovirineae,111.13944990818307,151.91967490908365,1.3669284402126411
Cornidovirineae,110.6889872902162,151.3266018108956,1.367133312134579
Cornidovirineae,110.86370279681378,151.55154933224154,1.3670078259067233
Cornidovirineae,111.0613842063816,151.61340755001305,1.365131621881058
Cornidovirineae,110.5266827209051,151.29768373179888,1.3688792607107019
Cornidovirineae,109.80790034369655,149.5945421843385,1.3623295019403028
Cornidovirineae,106.409229530689,145.22658340327106,1.3647931109339244
Cornidovirineae,107.85793187579428,145.8944953466075,1.352654300052915
Cornidovirineae,106.38087700764734,145.12680314502242,1.3642189012466006
Cornidovirineae,110.90167175520439,151.6010061710769,1.3669857610957301
Cornidovirineae,110.5266827209051,151.29768373179888,1.3688792607107019
Cornidovirineae,110.44443476827252,151.16651161393804,1.368710989658338
Cornidovirineae,111.052833757976,151.8010660446243,1.3669265421488777
Cornidovirineae,108.03166457841648,146.06903393555058,1.352094633601837
Cornidovirineae,109.54708265237075,144.5775708394191,1.3197756374600291
Cornidovirineae,106.45244752160826,145.28686801218157,1.3648053322840745
Cornidovirineae,110.46499016949701,151.20001082754695,1.3687595553627108
Cornidovirineae,106.56686041727542,145.4239307834061,1.3646262094424206
Cornidovirineae,110.26259329588633,150.73361958821607,1.367042213343622
Cornidovirineae,101.51213542685299,139.69783058270872,1.3761687703178243
Cornidovirineae,106.7738335513993,145.8425669684322,1.3659017581140402
Cornidovirineae,111.40519549338032,153.20213593246046,1.3751794541894926
Cornidovirineae,110.56478015352022,151.3271674666824,1.3686742492189938
Cornidovirineae,101.46712772627774,139.58460641788437,1.375663326101376
Cornidovirineae,106.10516225029079,143.29105239340558,1.3504625915881192
Cornidovirineae,107.03081367671011,144.6488862025692,1.3514695556691332
Cornidovirineae,108.94586043072863,143.88788646989997,1.32072834985216
Cornidovirineae,106.51566248627745,145.36195678670367,1.3647003022248567
Cornidovirineae,106.86692630175484,144.77626082117848,1.3547340213788963
Cornidovirineae,110.9560856966618,151.6868709297444,1.3670892405526525
Cornidovirineae,106.22294221003561,143.3762411284126,1.3497671797201156
Cornidovirineae,107.99899701346665,146.12607640150094,1.3530317914274717
Cornidovirineae,111.14926199283408,151.92861774087348,1.3668882277479133
Cornidovirineae,114.76679057793109,153.98184803322397,1.3416934224423078
Cornidovirineae,110.80201778548415,151.4889907903753,1.3672042605186332
Cornidovirineae,29.573800455455185,40.04357812708637,1.354022057036634
Cornidovirineae,107.1175981621309,145.60338482587505,1.3592853772308533
Cornidovirineae,111.13827888475008,151.9231204391355,1.3669738452282414
